Date,WIG_BANKI_Open,WIG_BANKI_High,WIG_BANKI_Low,WIG_BANKI_Close,WIG_BANKI_Volume,WIG_PALIWA_Open,WIG_PALIWA_High,WIG_PALIWA_Low,WIG_PALIWA_Close,WIG_PALIWA_Volume
9/4/2011,5667.72,6046.38,5667.72,5722.94,31809470,2731.1,2893.53,2731.1,2790.82,84323488
9/11/2011,5552.51,5677.4,5219.95,5219.95,29881515,2735.53,2780,2670.24,2680.27,69701205
9/18/2011,5018.28,5384.6,4944.19,5330.12,44324437,2580.11,2735.22,2578.05,2733.95,54253366
9/25/2011,5164.78,5466.65,4909.41,5001.08,37119373,2671.88,2742.65,2483.06,2498.88,94033899
10/2/2011,5150.47,5559.01,5129.28,5455.82,56332099,2546.85,2728.34,2520.79,2675.31,78642391
10/9/2011,5296.53,5533.67,5222.6,5526.35,37001019,2608.12,2650.21,2489.55,2574.94,58576851
10/16/2011,5583.7,5819.88,5583.7,5792.8,53301437,2606.44,2780.47,2606.44,2766.87,91862769
10/23/2011,5892.72,5892.72,5554.02,5836.48,37985328,2792.79,2792.79,2647.05,2739.56,52652495
10/30/2011,5869.39,6110.82,5849.95,6059.86,33208726,2773.72,2874.08,2771.24,2859.37,50014191
11/6/2011,5982.36,6018.8,5820.45,5820.45,26486480,2808.93,2898.41,2751.96,2810.41,42101575
11/13/2011,5748.76,5936.5,5558.87,5558.87,28668559,2793.97,2894.94,2793.97,2832.66,54975623
11/20/2011,5700.71,5700.71,5428.74,5428.74,31777499,2864.33,2864.33,2774.17,2781.28,64388871
11/27/2011,5407.12,5425.35,5155.5,5231.05,25130735,2740.14,2740.14,2628.59,2682.36,57201571
12/4/2011,5407.95,5624.79,5274.86,5549.89,32397443,2729.95,2866.03,2706.2,2795.99,68514323
12/11/2011,5611.01,5710.58,5500.82,5538.53,27103269,2816.03,2864.04,2730.38,2797.76,72866033
12/18/2011,5480.35,5545.95,5353.66,5370.02,40529719,2772.38,2772.38,2633.9,2633.9,77422863
12/25/2011,5423.01,5486.58,5301.34,5486.58,19275000,2659.85,2659.85,2529.72,2567.28,40647750
1/1/2012,5496.65,5540.64,5416.9,5421.04,12967510,2572.51,2576.64,2542.01,2567.58,21445161
1/8/2012,5491.16,5562.69,5301.64,5366.81,62933796,2583.84,2660.78,2543.22,2545.77,84119293
1/15/2012,5285.61,5360.83,5227.82,5346.72,42366272,2502.11,2617.04,2502.11,2555.86,78133870
1/22/2012,5327.59,5679.1,5327.59,5674.22,69180853,2560.74,2696.44,2560.74,2696.44,56700575
1/29/2012,5702.04,5969.64,5669.58,5914.86,103028950,2679.39,2716.01,2639.37,2652.19,71398971
2/5/2012,5877.03,6176.06,5853.11,6096.17,59697914,2654.2,2780.68,2652.39,2756.43,63867277
2/12/2012,6093.1,6156.91,5972.15,5972.15,40958902,2737.96,2770.14,2648.06,2668.25,78931959
2/19/2012,6039.17,6092.12,5995.88,6092.12,32888347,2661.58,2673.28,2608.8,2670.02,70539372
2/26/2012,6115.48,6123.68,5881.88,5881.88,37262229,2684.17,2692.99,2589.92,2614.21,53923679
3/4/2012,5857.01,5978.24,5851.61,5978.24,45115742,2602.01,2645.79,2578.08,2604.91,51981755
3/11/2012,5927.99,5979.43,5734.71,5926.7,46281105,2602.91,2646.43,2570.49,2633.49,45959284
3/18/2012,5942.03,6116.99,5924.19,6024.9,50914500,2630.3,2734.26,2624.66,2730.16,79198547
3/25/2012,5998.51,5998.51,5804.83,5897.48,31371208,2727.46,2784.19,2727.46,2784.19,71864605
4/1/2012,5899.39,6010.84,5891.94,5894.31,23647333,2781.8,2820.45,2740.86,2746.96,77691915
4/8/2012,5903.22,5920.05,5717.31,5720.81,16792457,2756.95,2810.77,2747.33,2755.68,59242429
4/15/2012,5735.73,5830.81,5712.3,5775.17,25532348,2736.91,2763,2693.26,2737.88,54155532
4/22/2012,5775.98,5836.32,5653.08,5653.08,22735879,2752.89,2829.64,2751.89,2755.54,53132872
4/29/2012,5557.04,5819.23,5493.69,5819.23,31749757,2732.04,2732.04,2698.77,2728.91,40246535
5/6/2012,5761.33,5801.02,5692.2,5692.2,11857203,2738.08,2739.61,2673.82,2677.13,21190427
5/13/2012,5630.91,5696.26,5547.35,5578.97,22425560,2657.11,2700.33,2578.95,2614.93,41736417
5/20/2012,5466.65,5469.12,5272.99,5285.66,24904583,2552.3,2577.68,2488.57,2512.88,63317106
5/27/2012,5359.64,5426.11,5181.11,5237.78,24054520,2531.03,2561.8,2472.72,2484.73,56563460
6/3/2012,5252.01,5421.52,5252.01,5319.62,18411243,2506.21,2542.07,2420.59,2425.95,46414033
6/10/2012,5370.97,5436.31,5163.3,5436.31,15630038,2443.72,2482.52,2375.25,2482.52,22406492
6/17/2012,5499.71,5684.22,5460.22,5670.08,41891774,2504.08,2657.87,2498.69,2657.87,62200619
6/24/2012,5679.73,5868.98,5655.9,5776.42,28862205,2660.55,2729.28,2626.28,2691.62,63431590
7/1/2012,5719.21,6021.14,5695.65,6021.14,27959310,2663.9,2753.62,2659.46,2744.11,41643571
7/8/2012,5970.31,5972.14,5874.91,5893.96,22091259,2768.78,2827.09,2752.74,2815.39,69132873
7/15/2012,5786.46,5813.38,5648.4,5741.24,24697646,2775.72,2780.42,2695.52,2717.15,65483278
7/22/2012,5730.85,5812.59,5646.95,5646.95,37471964,2707.75,2732.28,2665.09,2671.3,53587544
7/29/2012,5532.62,5583.64,5445.64,5583.64,23820497,2613.11,2638.83,2574.52,2638.83,43065687
8/5/2012,5592.65,5785.32,5592.65,5785.32,24843685,2638.45,2731.36,2638.45,2727.18,29279683
8/12/2012,5883.32,6149.65,5883.32,6098.46,23417895,2754.67,2882.55,2749.78,2870.96,36804611
8/19/2012,6202.66,6240.74,6139.92,6139.92,13495783,2855.2,2859.68,2761.48,2761.48,24193616
8/26/2012,6104.85,6186.12,6054.41,6075.14,18141998,2750.26,2750.26,2697.19,2734.91,38112619
9/2/2012,6090.61,6094.2,5943.43,6058.88,29882369,2731.98,2802.68,2717.2,2787.07,44463524
9/9/2012,6085.97,6331.33,5978,6324.65,17901595,2815.83,2960.85,2812.06,2960.85,38979509
9/16/2012,6312.61,6562.22,6261.1,6495.06,41704640,2952.6,3108.59,2932.85,3108.59,37640901
9/23/2012,6495.15,6495.15,6352.2,6373.43,32818132,3086.38,3094.1,2981.54,2981.54,50864053
9/30/2012,6310.22,6413.43,6244.81,6279.65,27512072,2993.78,3100.79,2993.08,3094.24,56943898
10/7/2012,6301.26,6454.81,6301.26,6454.81,32299248,3091.67,3131.84,3090.4,3131.84,76060941
10/14/2012,6387.44,6439.15,6278.46,6304.8,26961499,3115.03,3120.48,3066.41,3067.31,115344819
10/21/2012,6301.18,6475,6255.93,6366.6,21448236,3066.98,3097.22,2928.27,2928.27,86951808
10/28/2012,6415.9,6415.9,6215.96,6235.91,18773427,2926.76,3000.53,2898.17,2995.41,56123077
11/4/2012,6227.55,6338.9,6227.55,6338.9,9654176,3001.2,3054.58,2973.15,2982.43,40446285
11/11/2012,6294.03,6328.13,6167.01,6190.58,21220741,2968.66,3057.16,2943.57,2998.6,107189642
11/18/2012,6209,6244.66,6155.11,6200.64,20336586,3037.19,3181.47,3031.24,3129.16,84260567
11/25/2012,6254.19,6271.43,6155.49,6203.45,25164676,3195.62,3224,3165.93,3174.47,45474320
12/2/2012,6177.48,6306.51,6177.48,6306.33,32258968,3173.41,3284.21,3173.41,3224.33,67212009
12/9/2012,6314.87,6471.36,6314.87,6458.95,55453445,3226.95,3349.22,3217.4,3323.78,68852755
12/16/2012,6464.69,6550.37,6449.79,6502.01,26695939,3320.41,3505.2,3320.41,3502.09,55892339
12/23/2012,6494.9,6674.74,6494.9,6617.88,41685425,3504,3723.7,3504,3618.27,57772249
12/30/2012,6682.01,6686.62,6648.51,6648.51,11560418,3658.09,3669.32,3571.11,3571.11,13295535
1/6/2013,6727.38,6727.92,6640.07,6640.07,15371871,3684.35,3710.02,3643.46,3657.91,51587891
1/13/2013,6591.97,6592.82,6482.11,6533.47,37860383,3586.7,3620.64,3534.25,3544.79,54029491
1/20/2013,6609.03,6694.47,6555.42,6679.16,46975224,3599.46,3719.09,3547.24,3698.62,38649831
1/27/2013,6644.91,6650.92,6536.09,6602.68,79383027,3726.31,3784.57,3708.78,3769.37,34111925
2/3/2013,6603.06,6603.06,6339.39,6358.58,61467632,3723.28,3723.28,3607.52,3644.46,49424323
2/10/2013,6395.73,6483.61,6344,6483.61,44989995,3703.79,3703.79,3535.96,3562.82,32826698
2/17/2013,6494.81,6494.81,6434.78,6474.72,18328757,3594.2,3737.74,3594.2,3737.74,37425306
2/24/2013,6498.91,6498.91,6342.59,6396.09,29358023,3730.2,3855.76,3727.26,3855.76,29735751
3/3/2013,6419.07,6505.71,6414.87,6476.44,41945393,3876.29,3927.73,3766.63,3897.45,44829745
3/10/2013,6435.83,6503.06,6410.43,6473.22,38504627,3869.91,4055.68,3862.04,4048.79,42841259
3/17/2013,6487.04,6587.43,6475.83,6556.17,42463326,4017.97,4033.67,3889.85,3952.89,52948243
3/24/2013,6482.75,6482.75,6239.2,6265.59,30427844,3890.37,3925.66,3791.82,3791.82,29158334
3/31/2013,6320.98,6374.95,6269.4,6369.16,24060457,3832.63,3832.63,3665.91,3693.72,38553384
4/7/2013,6404.9,6422.95,6280.38,6304,19988036,3669.42,3693.53,3570.69,3596.75,29969868
4/14/2013,6364.2,6458.09,6316.72,6390.03,21485253,3627.16,3725.6,3578.45,3725.6,42654409
4/21/2013,6318.98,6346.83,6160.57,6239.69,19697970,3654.91,3655.63,3490.48,3490.48,40135433
4/28/2013,6251.11,6251.11,6127.43,6160.04,30351608,3515.86,3573.45,3443.65,3529.71,51325057
5/5/2013,6172.82,6178.53,6108.94,6108.94,11968231,3573.61,3573.61,3487.44,3487.44,20475607
5/12/2013,6155.5,6326.01,6155.5,6253.13,37233143,3536.13,3631.29,3525.54,3585.45,24920720
5/19/2013,6282.09,6563.96,6282.09,6534.07,35206854,3576.36,3786.65,3576.36,3782.9,35146456
5/26/2013,6569.56,6576.25,6415.58,6521.57,30844514,3800.42,3820.54,3726.44,3817.04,43544886
6/2/2013,6543.9,6740.05,6543.9,6724.27,27799939,3869.09,4029.66,3869.09,3911.72,41741681
6/9/2013,6634.05,6847.02,6621.92,6847.02,32011869,3859.65,4011.58,3859.65,4011.58,36842453
6/16/2013,6937.26,6987.45,6908.49,6940.89,47325008,4009.6,4011.02,3864.77,3892.86,46815231
6/23/2013,6975.38,6975.38,6480.92,6480.92,53359641,3903.76,3903.76,3454.63,3454.63,50219737
6/30/2013,6537.29,6598.44,6389.79,6598.44,38037774,3457.22,3527.87,3314.95,3524.1,70770339
7/7/2013,6511.35,6571.59,6435.8,6438.37,30392762,3550.51,3677.15,3550.51,3592.88,63615627
7/14/2013,6456.78,6709.26,6385.54,6709.26,24143635,3551.51,3726.32,3511.08,3726.32,34431582
7/21/2013,6704.45,6906.83,6704.45,6906.83,22650878,3702.58,3742.96,3677.64,3710.73,26861390
7/28/2013,6924.59,6954.4,6874.31,6928.85,30205206,3685.22,3685.22,3501.02,3501.02,33960580
8/4/2013,6938.22,7371.22,6931.34,7371.22,39238132,3500.23,3668.03,3472.83,3668.03,40943233
8/11/2013,7367.39,7504.16,7220.25,7504.16,34122253,3664.44,3754.67,3653.01,3688.72,27028468
8/18/2013,7477.61,7762.01,7477.61,7689.61,21982334,3660.32,3747.86,3644.19,3656.29,33618796
8/25/2013,7615.19,7653.77,7482.74,7636.58,24555376,3645.34,3688.88,3600.42,3653.13,85201411
9/1/2013,7670.65,7670.65,7328.34,7394.25,30759012,3698.57,3698.57,3557.26,3627.05,101266461
9/8/2013,7463.03,7468.08,6735.73,6984.9,58709891,3643.7,3643.7,3267.78,3349.1,124654634
9/15/2013,7071.89,7491.58,7071.89,7396.99,33339185,3360.1,3620.41,3357.12,3528.76,88996453
9/22/2013,7460.95,7609.02,7350.5,7503.2,33605608,3546.31,3620.72,3497.66,3620.72,53129854
9/29/2013,7543.89,7838.16,7425.07,7783.75,26074848,3613.31,3634.83,3595.32,3598.66,31025896
10/6/2013,7700.22,7899.89,7658.41,7792.42,27360932,3562.76,3622.99,3472.68,3477.31,36770084
10/13/2013,7726.62,8218.65,7696.53,8206.57,29067887,3458.5,3592.86,3448.42,3592.86,84890219
10/20/2013,8219.36,8426.65,8111.79,8171.55,53219006,3574.61,3616.24,3487.03,3502.38,47409799
10/27/2013,8353.49,8421.58,8228.03,8342.6,35227807,3559.34,3589.08,3504.68,3504.68,36193776
11/3/2013,8469.07,8557.24,8326.91,8327.62,22493530,3528.79,3588.3,3453.93,3453.93,31008127
11/10/2013,8338.49,8402.54,8195.28,8200.16,26369520,3471.81,3534.78,3471.81,3487.1,31354532
11/17/2013,8246.58,8348.48,8060.25,8326.55,20667093,3487.9,3546.54,3427.84,3544.85,26837899
11/24/2013,8353.79,8527.63,8353.79,8460.83,27963089,3564.99,3650.14,3564.99,3602.74,71006748
12/1/2013,8539.19,8544.22,8423.17,8455.78,26996509,3649.43,3672.75,3571.78,3666.08,38417987
12/8/2013,8436.3,8436.3,8065.04,8171.58,36176079,3680.71,3680.71,3510.07,3526.24,37878257
12/15/2013,8276.17,8276.17,8019.82,8019.82,26415169,3524.56,3524.56,3377.87,3377.87,39499401
12/22/2013,8003.05,8050.47,7911.64,8029.81,37194249,3366.85,3368.4,3206.85,3220.74,58442922
12/29/2013,8065.44,8080.84,8014.87,8014.87,7008027,3274.37,3281.98,3214.27,3214.27,6926602
1/5/2014,7999.8,8059.56,7949.61,7949.61,11095277,3225.66,3340.59,3215.11,3287.06,10805753
1/12/2014,7788.72,7881.02,7743.55,7833.79,39930583,3226.96,3242.97,3168.75,3187.53,38277121
1/19/2014,7941.73,8231.9,7937.71,8115.97,33297772,3220.99,3269.13,3216.44,3226.81,61649127
1/26/2014,8124.36,8526.14,8124.36,8230.17,50065871,3192.42,3220.15,3041.8,3041.8,146025104
2/2/2014,8108.16,8327.41,8056.77,8327.41,61247819,3014.84,3034.4,2977.62,3002.88,175808566
2/9/2014,8324.04,8596.44,8256.72,8559.66,53887282,3037.54,3188.61,3014.98,3188.61,128769134
2/16/2014,8570.3,8865.08,8546.33,8850.12,36082015,3183.19,3271.9,3176.74,3193.8,72152430
2/23/2014,8817.59,8817.59,8657.13,8756.69,26919098,3227.02,3297.18,3217.03,3297.18,51752529
3/2/2014,8840.96,8918.66,8750.51,8918.66,30768298,3349.64,3364.82,3216.3,3345.31,38010767
3/9/2014,8657.33,8689.49,8446.23,8580.18,53217205,3168.63,3168.63,3066.89,3084.96,125555169
3/16/2014,8572.6,8572.6,8181.41,8222.02,38939497,3094.08,3094.08,2979.35,2999.34,120669233
3/23/2014,8347.24,8511.72,8346.55,8411.13,71775514,3052.77,3124.05,2971.37,2971.37,73284631
3/30/2014,8411.84,8667.12,8380.9,8667.12,32824923,2967.2,3091.49,2951.12,3069.06,28632818
4/6/2014,8688.1,8820.5,8688.1,8798.72,26220904,3114.75,3181.59,3114.75,3153.06,23128346
4/13/2014,8768.64,8796.16,8654.68,8698.53,34355301,3138.47,3204.33,3102.38,3203.16,46633049
4/20/2014,8665.81,8665.81,8425.05,8549.99,21342202,3155.17,3169.7,3098.54,3130.22,16956728
4/27/2014,8596.16,8674.79,8482.17,8491.18,23545555,3120.2,3280.49,3120.2,3246.78,32189069
5/4/2014,8518.41,8590.8,8467.38,8537.86,21529085,3290.34,3337.3,3264.18,3279.83,26754852
5/11/2014,8437.36,8437.36,8230.52,8339.85,31462519,3261.08,3261.4,3206.04,3206.04,25822824
5/18/2014,8269.53,8332.88,8053.5,8055.04,48720759,3230.07,3308,3218.27,3275.55,19537239
5/25/2014,8044.62,8458.38,8044.62,8455.08,51426318,3257.31,3307.61,3217.14,3296.41,21339284
6/1/2014,8499.89,8514.15,8362.53,8362.53,130769189,3326.98,3326.98,3147.7,3147.7,27636144
6/8/2014,8347.38,8597.18,8303.46,8597.18,41994221,3174.98,3286.34,3173.92,3286.34,25124203
6/15/2014,8607.82,8622.56,8415.98,8415.98,26176759,3295.51,3295.51,3238.14,3270.36,18600451
6/22/2014,8406.53,8460.98,8335.73,8342.22,28190169,3229.09,3316.71,3229.09,3288.94,21454769
6/29/2014,8376.4,8382.17,8046.3,8046.3,24876190,3298.79,3353.98,3257.84,3261.19,22042040
7/6/2014,8087.27,8193.67,8026.4,8074.34,30030402,3258.21,3280.15,3174.64,3193.55,16477290
7/13/2014,8153.41,8183.03,7843.96,8034.33,27484696,3228.6,3296.38,3195.09,3283.86,17564748
7/20/2014,8107.24,8158.18,8068.72,8133.64,19835617,3314.25,3352.1,3288.1,3341.75,16857622
7/27/2014,8096.03,8165.33,8071.76,8129.82,18954045,3338.46,3379.44,3178.08,3178.08,18487371
8/3/2014,8124.26,8144.09,7658.65,7861.46,32347423,3215.96,3215.96,2953.64,3010.04,33842624
8/10/2014,7894.24,8017.22,7747.02,7772.25,25518736,3060.07,3060.07,2965.12,2985.86,36073262
8/17/2014,7834.29,8186.28,7832.15,8186.28,25233418,3052.6,3089.41,3051.57,3078.62,19751298
8/24/2014,8192.29,8308.28,8166.66,8166.66,34126185,3075.73,3115.6,3049.82,3094.91,23293617
8/31/2014,8209.01,8306.72,8111.57,8111.57,27091303,3098.66,3207.6,3094.51,3098.24,19536277
9/7/2014,8144.04,8627.92,8144.04,8609.9,30366833,3130.73,3236.83,3130.73,3193.61,24075754
9/14/2014,8583.64,8654.82,8446.82,8446.82,22533347,3198.75,3216.48,3162.18,3203.88,27521738
9/21/2014,8483.69,8819.46,8483.69,8819.46,40727228,3196.64,3340.46,3169.94,3340.46,24675608
9/28/2014,8781.59,8781.59,8478.04,8567.21,22024992,3338.97,3338.97,3210.04,3241.72,16433409
10/5/2014,8677.33,8736.75,8429.42,8487.52,25095623,3259.84,3259.84,3172.07,3205.72,19199695
10/12/2014,8546.61,8546.61,8085.98,8085.98,41486183,3225.67,3232.55,3153.52,3157.12,21732526
10/19/2014,8125.37,8125.37,7914.46,8057.8,35406597,3190.91,3213.24,3161.86,3180.82,24907464
10/26/2014,8058.6,8151.24,7962.24,8045.86,31578531,3167.61,3219.75,3142.16,3182.17,17266988
11/2/2014,8068.38,8168.14,8052.41,8145.78,32403590,3185.27,3229.69,3175.57,3210.25,23275548
11/9/2014,8136.8,8258.6,8082.24,8082.24,23821342,3216.65,3238.23,3207.61,3224.44,18498838
11/16/2014,8061.38,8153.36,7942.41,8153.36,25818502,3261.85,3383.66,3261.85,3383.66,18857584
11/23/2014,8134.15,8245.31,8011.76,8060.83,25046604,3390.51,3402.22,3343.77,3391.02,20044277
11/30/2014,8145.91,8237.07,8067.82,8229.12,20157261,3384.07,3389.98,3313.81,3340.98,30688454
12/7/2014,8178.4,8387.2,8178.4,8332.21,22952211,3315.26,3496.28,3312.74,3485.93,28345987
12/14/2014,8320.83,8362.7,8052.32,8052.32,23978259,3482.33,3493.17,3343.23,3375.78,30910713
12/21/2014,8093.23,8099.85,7802.03,7918.07,35010291,3370.33,3370.65,3213.78,3347.66,36422598
12/28/2014,7951.85,7976.5,7908.42,7960.5,9902472,3369.83,3374,3352.26,3367.36,7045919
1/4/2015,7926.57,7960.97,7872.55,7931.09,11289032,3388.16,3394.36,3359.12,3359.12,9390051
1/11/2015,7913.69,8053.33,7739.27,7998.94,21975527,3353.53,3524.42,3289.3,3513.8,19580069
1/18/2015,7984.87,8095.67,7458.63,7458.63,90925489,3498.98,3514.28,3326.68,3397.12,29760322
1/25/2015,7499.17,7636.14,7409,7600.58,50740035,3354.54,3563.58,3354.54,3537.38,27553947
2/1/2015,7517.27,7774.9,7517.27,7715.41,63066842,3512.77,3603.16,3492.15,3603.16,23519639
2/8/2015,7748.82,7748.82,7595.99,7707.8,52067915,3597.6,3657.76,3508.37,3657.76,33487946
2/15/2015,7673.9,7673.9,7530.56,7610.51,34835199,3626.1,3714.62,3597.14,3714.62,21263744
2/22/2015,7653.34,7680.96,7556.77,7564.1,18415678,3708.18,3714.96,3625.82,3671.54,13240208
3/1/2015,7589.97,7618.39,7541.99,7582.98,28234262,3715.36,3772.78,3692.85,3761.11,33920319
3/8/2015,7581.92,7734.73,7497.62,7675.14,44702704,3751.24,3823.64,3692.32,3823.64,37744240
3/15/2015,7668.48,7731.07,7613.8,7696.56,34910524,3811.27,3838.74,3640.76,3640.76,24976908
3/22/2015,7697.09,7931.83,7697.09,7931.83,36972494,3644.67,3916.73,3644.67,3916.73,48750391
3/29/2015,7898.04,7930.39,7591.9,7591.9,55301099,3907.42,4026.87,3907.42,3998.64,33752031
4/5/2015,7648.37,7660.93,7622.16,7630.58,31208308,4044.04,4127.45,4044.04,4127.45,28797737
4/12/2015,7700.87,7827.29,7673.05,7809.66,43756186,4218.07,4392.53,4218.07,4359.5,32066523
4/19/2015,7774.51,8170.47,7759.02,8023.53,44508767,4364.49,4460.82,4214.41,4214.41,37154758
4/26/2015,8053.45,8193.74,8053.45,8130.31,30647098,4296.12,4592.27,4296.12,4592.27,46410672
5/3/2015,8169.11,8169.11,8051.77,8051.77,23703232,4675.64,4798.23,4675.31,4733.3,41706159
5/10/2015,8052.53,8349.9,8052.53,8349.9,39181795,4798.44,4798.44,4619.29,4746.52,37216167
5/17/2015,8295.97,8295.97,8128.59,8128.59,39299921,4835.71,4848.59,4603.43,4672.75,40989896
5/24/2015,8160.86,8179.24,8043.63,8050.95,26703014,4718.04,4947.89,4715.05,4878.12,25620384
5/31/2015,7861.39,7861.39,7633.18,7688.56,64480023,4836.79,4971.5,4779.86,4784.63,30859006
6/7/2015,7718.98,7734.53,7442.91,7442.91,28499631,4832.47,4882.07,4807.83,4821.78,27277101
6/14/2015,7477.63,7568.57,7388.34,7487.98,33663813,4836.06,4836.06,4719.5,4777.59,34472534
6/21/2015,7490.84,7490.84,7252.02,7253.22,40042911,4832.16,5003.28,4763.52,4943.01,40770913
6/28/2015,7404.46,7515.92,7390.51,7423.91,29971829,5035.67,5090.4,4987.4,5001.72,33254723
7/5/2015,7355.03,7401.98,7133.95,7133.95,35728305,4954.19,5042.54,4879.21,4942.55,28670856
7/12/2015,7076.52,7142.33,6794.29,7020.09,42029400,4899.54,5042.73,4887.82,5023.46,33686879
7/19/2015,7039.29,7138.65,6967.81,7101.25,21766769,5025.02,5072.39,5005.93,5043.18,27474971
7/26/2015,7056.88,7056.88,6577.55,6577.55,46582673,5117.85,5314.85,5003.78,5167.65,33513636
8/2/2015,6468.95,6872.99,6468.95,6820.25,89299445,5135.84,5162.77,5068.61,5134.01,31990360
8/9/2015,6815.04,6927.22,6473.79,6509.45,138171009,5163.04,5502.68,5137.12,5465.41,30942649
8/16/2015,6544.18,6764.83,6519.48,6640.32,102312348,5503.56,5605.74,5381.64,5381.64,26573226
8/23/2015,6633.34,6707.67,6546.2,6631.17,109386498,5406.54,5636.17,5406.54,5551.22,36341819
8/30/2015,6460.5,6770.18,6348.44,6770.18,110339778,5450.07,5450.07,5010.6,5045.37,49342028
9/6/2015,6761.76,6821.1,6628.23,6773.95,172076814,5007.47,5120.92,4882.4,5004.73,35097999
9/13/2015,6747.98,6907.41,6600.12,6902.03,58681710,4983.13,5052.67,4885.66,4987.05,28041727
9/20/2015,6721.37,6876.39,6721.37,6770.98,60467519,4991.85,5047.69,4953.46,4992.31,37694382
9/27/2015,6789.61,6798.96,6547.77,6601.65,42848842,4957.97,5040.58,4664.31,4702.27,26935072
10/4/2015,6561.32,6581.02,6453.51,6494.7,39971382,4693.2,4825.31,4644.14,4777.37,32212130
10/11/2015,6640.94,6918.1,6640.94,6907.64,72565334,4839.77,4884.68,4724.88,4774.71,39140578
10/18/2015,6897.04,6925.04,6835.45,6844.56,36969335,4728.93,4761.68,4566.42,4709.48,26837436
10/25/2015,6868.02,6930.63,6818.8,6818.8,49964151,4670.38,4762.78,4614.26,4704.46,23854091
11/1/2015,6788.86,6788.86,6523.52,6562.21,71432687,4762.9,4762.9,4647.09,4647.09,29000936
11/8/2015,6601.63,6635.23,6386.07,6386.07,45583264,4656.93,4737.26,4562.12,4562.12,36938594
11/15/2015,6311.92,6311.92,6132.84,6132.84,41661987,4588.08,4706.66,4512.19,4512.19,34337059
11/22/2015,6096.25,6245.45,6091.95,6206.61,46049830,4494.61,4764.1,4494.61,4726.99,29380953
11/29/2015,6094.3,6094.3,5898.31,5911.44,76026421,4697.54,4703.02,4544.43,4569.6,33857383
12/6/2015,5899.3,5957.2,5634.36,5835.19,83744192,4537.11,4575.9,4240.45,4391.93,50283066
12/13/2015,5909.57,5952.06,5637.2,5721.39,164448907,4484.79,4520.78,4244.96,4244.96,45006151
12/20/2015,5743.09,6156.63,5724.83,6139.22,64935058,4262.42,4408.76,4217.53,4346.68,40453238
12/27/2015,6142.49,6170.23,6052.26,6115.68,25956637,4402.2,4517.66,4388.06,4499.17,14486182
1/3/2016,6116.45,6188.42,6086.6,6086.6,26232433,4486.61,4596,4468.32,4468.32,13015428
1/10/2016,5969.52,5969.52,5636.38,5638.67,38114884,4347.11,4365.05,4173.63,4179.83,29995790
1/17/2016,5553.16,5791.23,5512.62,5552.63,101977924,4167.77,4345.47,4167.77,4254.74,32780290
1/24/2016,5424.65,5424.65,5174.17,5389.37,126628981,4224.74,4343.14,4136.87,4282.78,43778384
1/31/2016,5391.11,5668.39,5293.81,5668.39,91583810,4294.26,4319.54,4189.04,4233.61,38103118
2/7/2016,5637.35,5752.19,5509.45,5747.3,55114043,4159.86,4207.49,4026.19,4155.51,32711160
2/14/2016,5671.71,5784.71,5602.86,5739.11,54041214,4119.88,4150.47,3917.81,3949.67,26737963
2/21/2016,5822.77,6152.43,5790.86,6022.8,89060742,3963.72,4296.41,3948.96,4293.71,31247512
2/28/2016,6145.26,6145.26,5941.23,6003.07,44602174,4346.8,4346.8,4181.74,4255.98,26784754
3/6/2016,5961.13,6184.31,5855.42,6174.13,61584077,4222.53,4314.49,4166.71,4247.96,42589541
3/13/2016,6186.74,6385.21,6152.31,6385.21,43697774,4344.89,4344.89,4210.31,4309.44,36909247
3/20/2016,6367.51,6429.23,6310.61,6415.55,59848290,4278.86,4482.03,4257.92,4482.03,40793576
3/27/2016,6370.72,6370.72,6190.67,6274.97,42224769,4461.45,4585.89,4459.2,4585.89,27932516
4/3/2016,6323.13,6501.43,6292.99,6426.33,30001383,4618.25,4801.94,4618.25,4697.2,26221916
4/10/2016,6428.79,6491.04,6163.64,6244.79,28790257,4686.02,4757.96,4522.37,4564.48,26963392
4/17/2016,6232.06,6255.24,6123.89,6206.56,45189223,4593.71,4688.31,4534.34,4650.21,23949463
4/24/2016,6216.18,6270.12,6133.55,6160.83,71239232,4617.93,4716.96,4611.1,4631.82,33492054
5/1/2016,6111.28,6116.8,5947.36,5984.19,52779611,4607.46,4623.13,4549.45,4550.55,27083475
5/8/2016,6007.43,6032.39,5804.84,5953.68,44298558,4581.52,4604.27,4363.24,4410.05,21243398
5/15/2016,5956.14,5956.14,5730.03,5798.45,26015711,4457.8,4581.72,4396.63,4543.53,32946039
5/22/2016,5938.11,5950.04,5733.08,5746.25,29615154,4600.39,4625.03,4514.92,4610.93,39138802
5/29/2016,5795.15,5983.07,5795.15,5966.37,23024971,4599.88,4796.09,4596.21,4677.27,24577317
6/5/2016,5964.72,5980.81,5667.64,5803.78,41086172,4650.19,4707.17,4550.92,4604.93,44897035
6/12/2016,5800.77,5937.72,5711.29,5711.29,29388279,4637.56,4721.96,4572.1,4606.42,29695013
6/19/2016,5664.86,5740.6,5645.82,5736.67,40241783,4547.39,4615.21,4460.52,4510.87,55348524
6/26/2016,5790.76,6091.37,5624.15,5794.4,51637023,4583.97,4807.1,4558.55,4603.54,42860505
